Strain	Genotype	Genotype List Used, >=98.0%	Genotype Sample Title List	Genotype Percent Match List	Genotype Mismatch List	Genotype Average Depth of Coverage List	Date run
A/turkey_vulture/North_Dakota/22-013265-001/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.96%, 99.82%, 99.88%, 99.90%, 99.82%, 99.93%, 99.86%, 99.86%	1, 4, 1, 1, 3, 1, 2, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/chicken/Michigan/USDA-012855-002/2022	B1.2	PB2:am1.1, PB1:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:am1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, am1:22-008890-001:PA	99.83%, 99.65%, 99.76%, 99.69%, 99.65%, 99.60%, 99.86%, 99.86%	4, 8, 2, 3, 6, 6, 2, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/snow_goose/Minnesota/22-037628-004/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.56%, 99.47%, 99.64%, 99.49%, 99.24%, 99.60%, 99.57%, 99.67%	10, 12, 3, 5, 13, 6, 6, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/black_vulture/Florida/22-021013-004/2022	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.65%, 99.82%, 99.64%, 99.90%, 99.65%, 99.73%, 99.72%, 99.77%	8, 4, 3, 1, 6, 4, 4, 5	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/avian/Chile/274137/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.43%, 99.08%, 98.81%, 99.29%, 97.64%, 99.00%, 99.22%, 99.21%	13, 21, 10, 7, 42, 15, 11, 17	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/peregrine_falcon/Antofagasta/235144-1/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.43%, 99.30%, 98.81%, 99.29%, 97.92%, 99.20%, 99.50%, 99.53%	13, 16, 10, 7, 37, 12, 7, 10	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/duck/Choco/ICA-3501/2022	B1.3	PB2:am1.3, PB1:am1.3, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:am1.2	am1.3:23-003733-001:PB2, am1.3:23-003733-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, am1.2:23-003733-001:PA	99.39%, 99.60%, 99.17%, 99.49%, 99.47%, 99.60%, 99.06%, 99.53%	14, 9, 7, 5, 9, 6, 13, 10	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/turkey/North_Carolina/USDA-009982-003/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.91%, 99.69%, 99.64%, 100.00%, 99.71%, 99.87%, 99.64%, 99.53%	2, 7, 3, 0, 5, 2, 5, 10	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/backyard_chicken/Uruguay/UDELAR-040-M5/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.43%, 99.16%, 98.93%, 99.19%, 99.24%, 99.13%, 99.29%, 99.67%	13, 19, 9, 8, 13, 13, 10, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/sanderling/MA/22HP00159/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.61%, 99.78%, 99.64%, 99.80%, 99.88%, 99.40%, 99.64%, 99.77%	9, 5, 3, 2, 2, 9, 5, 5	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/turkey/South_Dakota/USDA-009841-001/2022	B3.1	PB2:am2.1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.91%, 99.91%, 100.00%, 99.90%, 99.71%, 99.93%, 99.72%, 99.95%	2, 2, 0, 1, 5, 1, 4, 1	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/red-tailed_hawk/Massachusetts/22-010671-005/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.61%, 99.82%, 99.64%, 99.80%, 99.88%, 99.47%, 99.72%, 99.86%	9, 4, 3, 2, 2, 8, 4, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/goose/Massachusetts/USDA-005893-002/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.78%, 99.91%, 99.76%, 99.90%, 99.65%, 99.80%, 99.79%, 99.81%	5, 2, 2, 1, 6, 3, 3, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/chicken/Chile/243881-2/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.30%, 98.99%, 99.28%, 99.49%, 98.03%, 99.20%, 99.29%, 99.58%	16, 23, 6, 5, 35, 12, 10, 9	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/turkey/South_Dakota/USDA-009330-001/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.78%, 99.91%, 99.76%, 99.90%, 99.94%, 99.93%, 99.79%, 99.91%	5, 2, 2, 1, 1, 1, 3, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/bald_eagle/Michigan/22-015054-001/2022	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.78%, 99.82%, 99.64%, 99.90%, 99.71%, 99.80%, 99.72%, 99.67%	5, 4, 3, 1, 5, 3, 4, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/Chicken/Argentina/588-4/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.43%, 99.21%, 99.17%, 99.49%, 99.24%, 99.13%, 99.29%, 99.67%	13, 18, 7, 5, 13, 13, 10, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/chicken/Peru/AIS0546/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.56%, 99.34%, 99.28%, 99.49%, 99.06%, 99.27%, 99.43%, 99.58%	10, 15, 6, 5, 16, 11, 8, 9	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/turkey/South_Dakota/USDA-008704-001/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.74%, 99.74%, 99.64%, 99.80%, 99.88%, 99.87%, 99.93%, 99.91%	6, 6, 3, 2, 2, 2, 1, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/chicken/Oregon/22-021194-001-original/2022	B4.1	PB2:am2.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.3, NA:ea1, PA:ea1	am2.2:22-010445-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.3:22-010445-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.83%, 99.82%, 99.64%, 99.80%, 99.65%, 99.80%, 99.64%, 99.77%	4, 4, 3, 2, 6, 3, 5, 5	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/black_vulture/New_Jersey/22-016602-003/2022	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.74%, 99.65%, 99.76%, 99.90%, 99.53%, 99.73%, 99.86%, 99.77%	6, 8, 2, 1, 8, 4, 2, 5	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/tern/Espirito_Santo/MAPA-1339N2/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.30%, 99.16%, 99.17%, 99.38%, 99.06%, 99.06%, 99.29%, 99.53%	16, 19, 7, 6, 16, 14, 10, 10	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/black_vulture/Florida/22-024355-002/2022	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.56%, 99.82%, 99.88%, 99.80%, 99.47%, 99.73%, 99.43%, 99.44%	10, 4, 1, 2, 9, 4, 8, 12	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/great_horned_owl/Minnesota/22-013751-001/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.91%, 99.96%, 99.76%, 100.00%, 99.88%, 100.00%, 99.79%, 99.91%	2, 1, 2, 0, 2, 0, 3, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/bald_eagle/Michigan/22-020919-001/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.78%, 99.74%, 99.76%, 100.00%, 99.94%, 100.00%, 99.93%, 99.81%	5, 6, 2, 0, 1, 0, 1, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/turkey_vulture/Minnesota/22-014520-001/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.65%, 99.78%, 99.76%, 99.80%, 99.53%, 99.80%, 99.72%, 99.63%	8, 5, 2, 2, 8, 3, 4, 8	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/black_vulture/Pennsylvania/22-014967-001/2022	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.78%, 99.74%, 99.76%, 99.90%, 99.59%, 99.87%, 99.86%, 99.86%	5, 6, 2, 1, 7, 2, 2, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/american_white_pelican/Minnesota/22-018423-001/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.74%, 99.65%, 99.76%, 99.69%, 99.71%, 99.87%, 99.72%, 99.77%	6, 8, 2, 3, 5, 2, 4, 5	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/Gallus_gallus/Mato_Grosso_do_Sul/2108-SN52/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.34%, 99.03%, 98.91%, 99.18%, 99.06%, 98.73%, 99.43%, 99.40%	15, 22, 9, 8, 16, 19, 8, 13	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/Avian/Chile/248916/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.25%, 99.21%, 99.17%, 99.29%, 97.75%, 99.06%, 99.22%, 99.44%	17, 18, 7, 7, 40, 14, 11, 12	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/chicken/Delaware/22-005260-002/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.78%, 99.96%, 99.88%, 100.00%, 99.71%, 99.87%, 99.86%, 99.95%	5, 1, 1, 0, 5, 2, 2, 1	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/Sanderling/Massachusetts/USDA-011403-001/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.56%, 99.82%, 99.52%, 99.80%, 99.88%, 99.53%, 99.72%, 99.77%	10, 4, 4, 2, 2, 7, 4, 5	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/great_horned_owl/MA/22MM00199/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.78%, 99.87%, 99.64%, 99.69%, 99.59%, 99.87%, 99.57%, 99.81%	5, 3, 3, 3, 7, 2, 6, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/Chicken/Argentina/21818-3/2025	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file	MP:ea1, NP:am1.1	am23:24-010726-001:PB2, am2:22-031266-001:PB1, am1.3:22-008760-007:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1b:23-002693-004:PA	82.99%, 89.14%, 91.29%, 98.78%, 97.83%, 98.33%, 97.66%, 85.82%	386, 245, 73, 12, 37, 25, 33, 305	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/chicken/Idaho/22-015271-002/2022	B3.1	PB2:am2.1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.83%, 99.82%, 99.64%, 99.90%, 99.53%, 100.00%, 99.72%, 99.86%	4, 4, 3, 1, 8, 0, 4, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/turkey/Valparaiso/245886-1/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.12%, 99.30%, 99.40%, 99.39%, 97.86%, 98.93%, 99.29%, 99.44%	20, 16, 5, 6, 38, 16, 10, 12	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/snow_goose/Kansas/W22-199E/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.87%, 99.96%, 99.88%, 99.90%, 99.88%, 99.93%, 99.93%, 99.91%	3, 1, 1, 1, 2, 1, 1, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/black_vulture/Maryland/22-012407-001/2022	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.83%, 99.74%, 99.76%, 99.80%, 99.59%, 99.87%, 99.86%, 99.86%	4, 6, 2, 2, 7, 2, 2, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/black_vulture/Florida/22-018929-001/2022	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.69%, 99.82%, 99.64%, 99.90%, 99.65%, 99.73%, 99.64%, 99.72%	7, 4, 3, 1, 6, 4, 5, 6	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/common_eider/Maine/22-022236-001/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.61%, 99.91%, 99.52%, 99.69%, 99.65%, 99.47%, 99.72%, 99.72%	9, 2, 4, 3, 6, 8, 4, 6	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/Vulture/Montana/USDA-012936-010/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.78%, 99.82%, 99.76%, 100.00%, 99.77%, 100.00%, 99.64%, 99.86%	5, 4, 2, 0, 4, 0, 5, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/black_vulture/Pennsylvania/22-016660-002/2022	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.74%, 99.78%, 99.64%, 99.90%, 99.65%, 99.87%, 99.86%, 99.86%	6, 5, 3, 1, 6, 2, 2, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/American_Wigeon/North_Carolina/USDA-001329-001/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.87%, 100.00%, 99.88%, 100.00%, 99.82%, 99.73%, 99.93%, 99.91%	3, 0, 1, 0, 3, 4, 1, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/swan/Illinois/22-029191-001/2022	B1.3	PB2:am1.3, PB1:am1.3, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:am1.2	am1.3:23-003733-001:PB2, am1.3:23-003733-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, am1.2:23-003733-001:PA	99.56%, 99.47%, 99.28%, 99.49%, 99.59%, 99.53%, 99.22%, 99.58%	10, 12, 6, 5, 7, 7, 11, 9	Ran on FASTA - No Coverage Report	2026-05-29_14-49-03
A/common_eider/Maine/22-022526-003/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.61%, 99.91%, 99.40%, 99.69%, 99.71%, 99.47%, 99.64%, 99.58%	9, 2, 5, 3, 5, 8, 5, 9	Ran on FASTA - No Coverage Report	2026-05-29_14-49-03
