Strain	Genotype	Genotype List Used, >=98.0%	Genotype Sample Title List	Genotype Percent Match List	Genotype Mismatch List	Genotype Average Depth of Coverage List	Date run
EPI_ISL_20444441	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.25%, 98.94%, 99.17%, 99.36%, 99.44%, 97.86%, 99.20%, 99.19%	17, 24, 7, 9, 12, 38, 12, 8	Ran on FASTA - No Coverage Report	2026-06-01_16-10-15
EPI_ISL_20444443	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.25%, 98.94%, 99.17%, 99.29%, 99.58%, 98.03%, 99.06%, 99.29%	17, 24, 7, 10, 9, 35, 14, 7	Ran on FASTA - No Coverage Report	2026-06-01_16-10-16
EPI_ISL_20444444	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.34%, 99.16%, 99.17%, 99.29%, 99.67%, 97.58%, 99.00%, 99.29%	15, 19, 7, 10, 7, 43, 15, 7	Ran on FASTA - No Coverage Report	2026-06-01_16-10-16
EPI_ISL_20444445	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.34%, 99.21%, 99.17%, 99.36%, 99.72%, 97.58%, 99.00%, 99.29%	15, 18, 7, 9, 6, 43, 15, 7	Ran on FASTA - No Coverage Report	2026-06-01_16-10-16
EPI_ISL_20444446	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.34%, 99.21%, 99.17%, 99.29%, 99.67%, 97.58%, 99.00%, 99.19%	15, 18, 7, 10, 7, 43, 15, 8	Ran on FASTA - No Coverage Report	2026-06-01_16-10-17
EPI_ISL_20444447	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.34%, 99.21%, 99.17%, 99.36%, 99.72%, 97.58%, 99.00%, 99.29%	15, 18, 7, 9, 6, 43, 15, 7	Ran on FASTA - No Coverage Report	2026-06-01_16-10-17
EPI_ISL_20444448	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.21%, 98.94%, 99.17%, 99.29%, 99.53%, 97.92%, 99.00%, 99.19%	18, 24, 7, 10, 10, 37, 15, 8	Ran on FASTA - No Coverage Report	2026-06-01_16-09-50
EPI_ISL_20444449	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.12%, 99.12%, 99.28%, 99.22%, 99.35%, 97.80%, 99.00%, 99.39%	20, 20, 6, 11, 14, 39, 15, 6	Ran on FASTA - No Coverage Report	2026-06-01_16-09-51
EPI_ISL_20444450	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.34%, 99.12%, 98.69%, 99.43%, 99.40%, 97.75%, 99.13%, 99.39%	15, 20, 11, 8, 13, 40, 13, 6	Ran on FASTA - No Coverage Report	2026-06-01_16-09-51
EPI_ISL_20444451	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.30%, 99.03%, 98.69%, 99.43%, 99.53%, 97.75%, 99.13%, 99.39%	16, 22, 11, 8, 10, 40, 13, 6	Ran on FASTA - No Coverage Report	2026-06-01_16-09-51
EPI_ISL_20444452	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.30%, 99.08%, 98.57%, 99.43%, 99.35%, 97.75%, 99.13%, 99.39%	16, 21, 12, 8, 14, 40, 13, 6	Ran on FASTA - No Coverage Report	2026-06-01_16-09-52
EPI_ISL_20444453	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.34%, 99.21%, 98.69%, 99.43%, 99.49%, 97.75%, 99.13%, 99.39%	15, 18, 11, 8, 11, 40, 13, 6	Ran on FASTA - No Coverage Report	2026-06-01_16-09-52
EPI_ISL_17353508	B1.3	PB2:am1.3, PB1:am1.3, NS:ea1, NA:ea1, PA:am1.2, HA:ea1, NP:am1.2, MP:ea1	am1.3:23-003733-001:PB2, am1.3:23-003733-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, am1.2:23-003733-001:PA, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:MP	99.39%, 99.60%, 99.05%, 99.05%, 99.53%, 99.53%, 99.60%, 99.49%	14, 9, 8, 13, 10, 8, 6, 5	Ran on FASTA - No Coverage Report	2026-06-01_16-09-52
EPI_ISL_17353509	B1.3	PB2:am1.3, PB1:am1.3, NS:ea1, NA:ea1, PA:am1.2, HA:ea1, NP:am1.2, MP:ea1	am1.3:23-003733-001:PB2, am1.3:23-003733-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, am1.2:23-003733-001:PA, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:MP	99.39%, 99.60%, 98.93%, 98.94%, 99.44%, 99.47%, 99.60%, 99.49%	14, 9, 9, 15, 12, 9, 6, 5	Ran on FASTA - No Coverage Report	2026-06-01_16-09-53
EPI_ISL_19410267	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.34%, 99.16%, 99.28%, 99.22%, 99.30%, 97.92%, 99.13%, 99.29%	15, 19, 6, 11, 15, 37, 13, 7	Ran on FASTA - No Coverage Report	2026-06-01_16-09-53
EPI_ISL_19410268	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.39%, 99.21%, 99.05%, 99.29%, 99.53%, 97.92%, 99.20%, 99.29%	14, 18, 8, 10, 10, 37, 12, 7	Ran on FASTA - No Coverage Report	2026-06-01_16-09-53
EPI_ISL_19410269	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.43%, 99.25%, 99.17%, 99.22%, 99.40%, 97.86%, 99.13%, 99.19%	13, 17, 7, 11, 13, 38, 13, 8	Ran on FASTA - No Coverage Report	2026-06-01_16-09-53
EPI_ISL_19410271	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.43%, 99.25%, 99.17%, 99.22%, 99.30%, 97.97%, 99.20%, 99.39%	13, 17, 7, 11, 15, 36, 12, 6	Ran on FASTA - No Coverage Report	2026-06-01_16-09-54
EPI_ISL_19410272	Not assigned: Only 6 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:EPI-ISL-20215425:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	98.47%, 99.22%, 99.05%, 99.29%, 95.32%, 97.92%, 99.20%, 99.29%	11, 7, 8, 10, 12, 37, 12, 7	Ran on FASTA - No Coverage Report	2026-06-01_16-09-54
EPI_ISL_19418487	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.43%, 99.14%, 99.28%, 99.22%, 99.49%, 97.80%, 99.27%, 99.29%	13, 12, 6, 11, 11, 39, 11, 7	Ran on FASTA - No Coverage Report	2026-06-01_16-09-55
EPI_ISL_19797443	Not assigned: Only 6 segments >98.0% match found of total 8 segments in input file	PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	92.89%, 99.47%, 99.88%, 99.79%, 99.72%, 99.59%, 97.66%, 99.80%	162, 12, 1, 3, 6, 7, 35, 2	Ran on FASTA - No Coverage Report	2026-06-01_16-09-55
EPI_ISL_16171332	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.1, MP:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:MP	99.78%, 99.82%, 99.88%, 99.64%, 99.86%, 99.88%, 99.93%, 100.00%	5, 4, 1, 5, 3, 2, 1, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-09-55
EPI_ISL_19559093	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.74%, 99.87%, 99.88%, 99.79%, 99.72%, 99.53%, 99.73%, 99.80%	6, 3, 1, 3, 6, 8, 4, 2	Ran on FASTA - No Coverage Report	2026-06-01_16-09-56
EPI_ISL_19559097	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.74%, 99.87%, 99.88%, 99.79%, 99.67%, 99.59%, 99.67%, 99.80%	6, 3, 1, 3, 7, 7, 5, 2	Ran on FASTA - No Coverage Report	2026-06-01_16-09-56
EPI_ISL_19559105	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.74%, 99.87%, 99.88%, 99.79%, 99.72%, 99.59%, 99.73%, 99.80%	6, 3, 1, 3, 6, 7, 4, 2	Ran on FASTA - No Coverage Report	2026-06-01_16-09-56
EPI_ISL_17353510	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.52%, 99.52%, 99.28%, 99.28%, 99.77%, 99.30%, 99.73%, 99.39%	11, 11, 6, 10, 5, 12, 4, 6	Ran on FASTA - No Coverage Report	2026-06-01_16-09-57
EPI_ISL_11628223	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.78%, 99.96%, 99.88%, 99.86%, 99.95%, 99.71%, 99.87%, 100.00%	5, 1, 1, 2, 1, 5, 2, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-09-57
EPI_ISL_11628224	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.78%, 99.96%, 99.88%, 99.86%, 99.95%, 99.71%, 99.87%, 100.00%	5, 1, 1, 2, 1, 5, 2, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-09-57
EPI_ISL_16102931	B4.1	PB2:am2.2, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.3, MP:ea1	am2.2:22-010445-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.3:22-010445-001:NP, ea1:22-003707-003:MP	99.96%, 99.91%, 99.76%, 99.57%, 99.91%, 99.82%, 99.93%, 100.00%	1, 2, 2, 6, 2, 3, 1, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-09-58
EPI_ISL_16240224	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.78%, 99.74%, 99.88%, 99.79%, 99.81%, 99.47%, 99.80%, 99.59%	5, 6, 1, 3, 4, 9, 3, 4	Ran on FASTA - No Coverage Report	2026-06-01_16-09-58
EPI_ISL_16240643	B3.1	PB2:am2.1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.87%, 99.82%, 99.64%, 99.72%, 99.81%, 99.53%, 100.00%, 99.90%	3, 4, 3, 4, 4, 8, 0, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-09-58
EPI_ISL_16243894	B3.1	PB2:am2.1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.83%, 99.82%, 99.64%, 99.72%, 99.86%, 99.53%, 100.00%, 99.90%	4, 4, 3, 4, 3, 8, 0, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-09-59
EPI_ISL_16244007	B3.1	PB2:am2.1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.83%, 99.78%, 99.52%, 99.72%, 99.81%, 99.47%, 100.00%, 99.90%	4, 5, 4, 4, 4, 9, 0, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-09-59
EPI_ISL_18132569	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.1, MP:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:MP	99.91%, 99.78%, 99.88%, 99.50%, 99.86%, 99.77%, 100.00%, 100.00%	2, 5, 1, 7, 3, 4, 0, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-09-59
EPI_ISL_18132557	B2.2	PB2:am1.2, PB1:ea1, NS:am1.2, NA:ea1, PA:ea1, HA:ea1, NP:am1.1, MP:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, am1.2:22-010668-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:MP	99.87%, 99.87%, 99.76%, 99.86%, 99.81%, 99.88%, 100.00%, 99.69%	3, 3, 2, 2, 4, 2, 0, 3	Ran on FASTA - No Coverage Report	2026-06-01_16-09-59
EPI_ISL_18132521	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.96%, 100.00%, 99.88%, 99.79%, 99.91%, 99.88%, 99.87%, 100.00%	1, 0, 1, 3, 2, 2, 2, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-00
EPI_ISL_18132513	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.1, MP:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:MP	99.87%, 99.96%, 99.76%, 99.79%, 99.95%, 99.94%, 100.00%, 99.90%	3, 1, 2, 3, 1, 1, 0, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-10-00
EPI_ISL_18132579	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.61%, 99.87%, 99.88%, 99.64%, 99.86%, 99.77%, 100.00%, 99.90%	9, 3, 1, 5, 3, 4, 0, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-10-00
EPI_ISL_11897703	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.83%, 99.91%, 99.88%, 99.79%, 99.72%, 99.77%, 99.87%, 100.00%	4, 2, 1, 3, 6, 4, 2, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-01
EPI_ISL_18132603	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	100.00%, 99.96%, 100.00%, 99.93%, 99.95%, 100.00%, 100.00%, 100.00%	0, 1, 0, 1, 1, 0, 0, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-01
EPI_ISL_18132607	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	100.00%, 99.96%, 100.00%, 99.93%, 99.86%, 100.00%, 100.00%, 100.00%	0, 1, 0, 1, 3, 0, 0, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-01
EPI_ISL_17353838	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.52%, 99.47%, 99.40%, 99.50%, 99.67%, 99.24%, 99.47%, 99.59%	11, 12, 5, 7, 7, 13, 8, 4	Ran on FASTA - No Coverage Report	2026-06-01_16-10-02
EPI_ISL_11628232	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.83%, 99.78%, 99.88%, 99.64%, 99.77%, 99.65%, 99.73%, 100.00%	4, 5, 1, 5, 5, 6, 4, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-02
EPI_ISL_11897692	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.83%, 99.78%, 99.76%, 99.79%, 99.58%, 99.53%, 99.73%, 99.80%	4, 5, 2, 3, 9, 8, 4, 2	Ran on FASTA - No Coverage Report	2026-06-01_16-10-02
EPI_ISL_19546783	A2	PB2:ea1, PB1:ea2, NS:ea1, NA:ea2, PA:ea1, HA:ea2, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea2:22-008064-001:NA, ea1:22-003707-003:PA, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.52%, 99.91%, 99.40%, 99.57%, 99.63%, 99.71%, 99.47%, 99.80%	11, 2, 5, 6, 8, 5, 8, 2	Ran on FASTA - No Coverage Report	2026-06-01_16-10-03
